,auroc_in_hotspot,auprc_in_hotspot,auroc_ex_hotspot,auprc_ex_hotspot,auroc_in_pcorr,auprc_in_pcorr,auroc_ex_pcorr,auprc_ex_pcorr,auroc_in_scorr,auprc_in_scorr,auroc_ex_scorr,auprc_ex_scorr,auroc_in_celcomen,auprc_in_celcomen,auroc_ex_celcomen,auprc_ex_celcomen,gen_func,adj_func,ex_in_same
0,0.4109090909090909,0.7076288268027872,0.4109090909090909,0.7076288268027872,0.5818181818181818,0.7644338527698774,0.5818181818181818,0.7644338527698774,0.5818181818181818,0.7674306156909019,0.5818181818181818,0.7674306156909019,0.5327272727272727,0.7552256632256631,0.5418181818181818,0.757988735121088,gen_dense_any,adj_negispos,same_true
1,0.5221674876847291,0.8486250629146479,0.5221674876847291,0.8486250629146479,0.41871921182266014,0.801687742628193,0.41871921182266014,0.801687742628193,0.4137931034482759,0.800863828217322,0.4137931034482759,0.800863828217322,0.4605911330049261,0.7978927203065134,0.458128078817734,0.8045501433432469,gen_dense_any,adj_negispos,same_true
2,0.4331103678929765,0.5965140453831219,0.4331103678929765,0.5965140453831219,0.4331103678929765,0.647238884530151,0.4331103678929765,0.647238884530151,0.47993311036789293,0.6640427525227656,0.47993311036789293,0.6640427525227656,0.4899665551839465,0.6697988605597301,0.5334448160535117,0.6919989025571875,gen_dense_any,adj_negispos,same_true
3,0.6584362139917695,0.8813102608037557,0.6584362139917695,0.8813102608037557,0.5967078189300412,0.8069068394734635,0.5967078189300412,0.8069068394734635,0.6131687242798354,0.8125775023101802,0.6131687242798354,0.8125775023101802,0.5288065843621399,0.7973251028806585,0.4218106995884774,0.7479905611785558,gen_dense_any,adj_negispos,same_true
4,0.7477678571428572,0.9202669802556588,0.7477678571428572,0.9202669802556588,0.5066964285714285,0.7839255547901497,0.5066964285714285,0.7839255547901497,0.5647321428571429,0.8003010382654383,0.5647321428571429,0.8003010382654383,0.37723214285714285,0.7228625541125541,0.2544642857142857,0.6901334776334775,gen_dense_any,adj_negispos,same_true
0,0.6109090909090908,0.8159656564055341,0.6516129032258065,0.9202334044111145,0.6436363636363637,0.7933477145139249,0.41290322580645156,0.8451851267631311,0.6981818181818181,0.8090557788899468,0.36129032258064514,0.8359185668870232,0.509090909090909,0.7393333333333333,0.4064516129032258,0.8404329989007407,gen_dense_any,adj_negispos,same_false
1,0.5911330049261083,0.8674649664206547,0.47530864197530864,0.8055317120420904,0.477832512315271,0.8116285356554382,0.5905349794238682,0.8344150255200857,0.5123152709359606,0.8205060102329996,0.6111111111111112,0.8441333370225648,0.40394088669950734,0.7648467432950192,0.522633744855967,0.8026780832336389,gen_dense_any,adj_negispos,same_false
2,0.3695652173913043,0.5339659260275149,0.6763636363636363,0.8613814191036228,0.4732441471571906,0.6574819076754295,0.5272727272727273,0.7605020401377675,0.5,0.666641017567495,0.5163636363636364,0.7603194685234889,0.5250836120401338,0.690495420322786,0.45272727272727276,0.7239462467357204,gen_dense_any,adj_negispos,same_false
3,0.617283950617284,0.8584695793732076,0.3211538461538461,0.6099209232398228,0.6131687242798354,0.8162961748354833,0.551923076923077,0.7972822307146381,0.5637860082304527,0.8065463873459799,0.5903846153846154,0.8046148386874804,0.43415637860082307,0.7399270482603815,0.6192307692307693,0.8280738481537779,gen_dense_any,adj_negispos,same_false
4,0.6808035714285714,0.882042576021481,0.5945454545454546,0.7954286715555325,0.5022321428571428,0.7815474698129469,0.3618181818181818,0.6599980155288101,0.5066964285714285,0.7843031445541145,0.38727272727272727,0.6682908121796456,0.4017857142857143,0.7212301587301586,0.33636363636363636,0.6308216783216783,gen_dense_any,adj_negispos,same_false
0,0.5340557275541795,0.5755232031221397,0.5340557275541795,0.5755232031221397,0.4628482972136223,0.49005039078568485,0.4628482972136223,0.49005039078568485,0.4380804953560371,0.4773407820553149,0.4380804953560371,0.4773407820553149,0.5061919504643962,0.5181795328854152,0.5448916408668731,0.5364129046654997,gen_dense_any,adj_negiszero,same_true
