,auroc_in_hotspot,auprc_in_hotspot,auroc_ex_hotspot,auprc_ex_hotspot,auroc_in_pcorr,auprc_in_pcorr,auroc_ex_pcorr,auprc_ex_pcorr,auroc_in_scorr,auprc_in_scorr,auroc_ex_scorr,auprc_ex_scorr,auroc_in_celcomen,auprc_in_celcomen,auroc_ex_celcomen,auprc_ex_celcomen,gen_func,adj_func,ex_in_same
0,0.5,0.7309523809523808,0.5,0.7309523809523808,0.5,0.7742346938775511,0.5,0.7742346938775511,0.5476190476190477,0.7922619047619048,0.5476190476190477,0.7922619047619048,0.7380952380952381,0.8468537414965986,0.7380952380952381,0.8468537414965986,gen_binary_any,adj_negispos,same_true
1,0.8,0.6266666666666667,0.8,0.6266666666666667,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,0.0,0.30436507936507934,gen_binary_any,adj_negispos,same_true
2,0.4523809523809524,0.7476190476190476,0.4523809523809524,0.7476190476190476,0.6428571428571429,0.8207482993197279,0.6428571428571429,0.8207482993197279,0.6904761904761905,0.8322562358276644,0.6904761904761905,0.8322562358276644,0.5952380952380952,0.7980725623582767,0.5952380952380952,0.7980725623582767,gen_binary_any,adj_negispos,same_true
3,0.5833333333333333,0.5972222222222222,0.5833333333333333,0.5972222222222222,0.29166666666666663,0.5866402116402116,0.29166666666666663,0.5866402116402116,0.3333333333333333,0.5985449735449735,0.3333333333333333,0.5985449735449735,0.29166666666666663,0.5866402116402116,0.29166666666666663,0.5866402116402116,gen_binary_any,adj_negispos,same_true
4,0.5,0.7702380952380952,0.5,0.7702380952380952,0.5,0.7742346938775511,0.5,0.7742346938775511,0.5476190476190477,0.7865646258503401,0.5476190476190477,0.7865646258503401,0.5476190476190477,0.7865646258503401,0.5476190476190477,0.7922619047619048,gen_binary_any,adj_negispos,same_true
0,0.40476190476190477,0.6880952380952381,0.64,0.7416666666666667,0.6904761904761905,0.8322562358276644,0.48,0.5973015873015873,0.5476190476190477,0.7865646258503401,0.6000000000000001,0.6422222222222222,0.6428571428571429,0.8160997732426304,0.32,0.5424603174603175,gen_binary_any,adj_negispos,same_false
1,1.0,1.0,0.3125,0.784375,0.11999999999999997,0.32591269841269843,0.875,0.9685019841269842,0.11999999999999997,0.32591269841269843,0.875,0.9685019841269842,0.039999999999999994,0.3076984126984127,0.625,0.9106150793650793,gen_binary_any,adj_negispos,same_false
2,0.40476190476190477,0.6880952380952381,0.53125,0.84375,0.45238095238095244,0.7610544217687074,0.53125,0.839608134920635,0.6428571428571429,0.8207482993197279,0.34375,0.7969246031746031,0.5952380952380952,0.7980725623582767,0.40625,0.8126984126984127,gen_binary_any,adj_negispos,same_false
3,0.5833333333333333,0.7416666666666666,0.7142857142857144,0.875,0.45833333333333337,0.6432208994708994,0.380952380952381,0.6841836734693877,0.45833333333333337,0.6432208994708994,0.380952380952381,0.6841836734693877,0.5,0.6585978835978836,0.19047619047619047,0.6304421768707482,gen_binary_any,adj_negispos,same_false
4,0.35714285714285715,0.6642857142857141,0.46875,0.7916666666666666,0.45238095238095244,0.7539965986394558,0.46875,0.8268353174603174,0.45238095238095244,0.7539965986394558,0.46875,0.8268353174603174,0.5,0.7663265306122449,0.59375,0.8512400793650794,gen_binary_any,adj_negispos,same_false
0,0.59375,0.5916666666666667,0.59375,0.5916666666666667,0.53125,0.4125,0.53125,0.4125,0.5,0.4041666666666667,0.5,0.4041666666666667,0.46875,0.39821428571428574,0.4375,0.39375,gen_binary_any,adj_negiszero,same_true
1,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,,0.5,gen_binary_any,adj_negiszero,same_true
2,0.5833333333333333,0.6833333333333333,0.5833333333333333,0.6833333333333333,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333334,0.6,0.5833333333333333,0.5910714285714286,0.5833333333333334,0.6,gen_binary_any,adj_negiszero,same_true
